radio,mcc,net,area,cell,unit,lon,lat,range,samples,changeable,created,updated,averageSignal
UMTS,400,2,1506,65627669,0,49.887271,40.39037,1000,4,1,1458622084,1506406424,0
UMTS,400,2,1504,65602625,0,49.910202026367,40.418014526367,1000,1,1,1412449934,1412449934,0
UMTS,400,2,1506,65607435,0,49.901962,40.376816,1000,2,1,1458622083,1477387958,0
UMTS,400,2,1506,65632149,0,49.917068481445,40.39192199707,1000,1,1,1437920465,1437920465,0
UMTS,400,2,1504,250685,0,49.90608215332,40.416641235352,1000,1,1,1412449934,1412449934,0
UMTS,400,2,1504,65608863,0,49.948654174805,40.40153503418,1000,1,1,1422702074,1422702074,0
UMTS,400,2,1504,65607425,0,49.947280883789,40.394668579102,1000,1,1,1423586602,1423586602,0
UMTS,400,2,1506,65626328,0,49.870834,40.382309,1000,12,1,1458622083,1487118228,0
UMTS,400,2,1506,65626367,0,49.874794,40.377982,1000,15,1,1458622083,1506242979,0
UMTS,400,2,1506,65626370,0,49.871848,40.376989,2969,12,1,1458622083,1506395006,0
UMTS,400,2,1504,65604333,0,49.930802,40.429001,1000,2,1,1406112927,1412449878,0
UMTS,400,2,1507,65607614,0,49.965133666992,40.386428833008,1000,2,1,1458622084,1460935085,0
UMTS,400,2,1506,65642347,0,49.87174987793,40.380935668945,1000,1,1,1453447321,1453447321,0
UMTS,400,2,1507,313015,0,49.930801391602,40.36994934082,1000,1,1,1424771484,1424771484,0
UMTS,400,2,1506,65659529,0,49.896469116211,40.378189086914,1000,1,1,1431759538,1431759538,0
UMTS,400,2,1506,65659527,0,49.897842407227,40.376815795898,1000,1,1,1424771484,1424771484,0
UMTS,400,2,1506,65659311,0,49.965133666992,40.34797668457,1000,1,1,1440610910,1440610910,0
UMTS,400,2,1506,65640327,0,49.95002746582,40.35758972168,1000,1,1,1440610910,1440610910,0
UMTS,400,2,1507,65607429,0,49.900588989258,40.376815795898,1000,1,1,1440610909,1440610909,0
UMTS,400,2,1506,65640329,0,49.944534301758,40.364456176758,1000,1,1,1440610910,1440610910,0
UMTS,400,2,1507,65602609,0,49.963760375977,40.365829467773,1000,1,1,1442836278,1442836278,0
UMTS,400,2,1506,65656469,0,49.895095825195,40.389175415039,1000,3,1,1458622084,1476052747,0
UMTS,400,2,1507,65602738,0,49.951400756836,40.394668579102,1000,1,1,1442371119,1442371119,0
UMTS,400,2,1507,65602550,0,49.962387084961,40.386428833008,1000,1,1,1436716163,1436716163,0
UMTS,400,2,1507,65602647,0,49.941637,40.400902,1000,7,1,1458622084,1494075998,0
UMTS,400,2,1506,65660232,0,49.888229370117,40.376815795898,1000,1,1,1436716163,1436716163,0
UMTS,400,2,1507,65607615,0,49.963760375977,40.386428833008,1000,1,1,1436716163,1436716163,0
UMTS,400,2,1507,292745,0,49.829177856445,40.356216430664,1000,1,1,1444052313,1444052313,0
UMTS,400,2,1507,65612495,0,49.95964050293,40.382308959961,1000,1,1,1458141644,1458141644,0
UMTS,400,2,1507,65620593,0,49.951400756836,40.371322631836,1000,1,1,1438613832,1438613832,0
UMTS,400,2,1507,65639973,0,49.952774047852,40.397415161133,1000,1,1,1437920465,1437920465,0
UMTS,400,2,1507,65626347,0,49.863510131836,40.383682250977,1000,1,1,1440610885,1440610885,0
UMTS,400,2,1507,65612490,0,49.965134,40.383224,1000,6,1,1458622084,1464224291,0
UMTS,400,2,1507,65632467,0,49.966049,40.393295,1000,3,1,1458622085,1463909326,0
UMTS,400,2,1507,65612489,0,49.961929,40.382309,1000,3,1,1458622084,1462320249,0
UMTS,400,2,1507,65627590,0,49.936294555664,40.368576049805,1000,1,1,1437996676,1437996676,0
UMTS,400,2,1507,65634108,0,49.950543,40.399752,1000,4,1,1458622085,1494149292,0
UMTS,400,2,1507,65632227,0,49.970626831055,40.398788452148,1000,2,1,1458622085,1459948314,0
UMTS,400,2,1507,65620587,0,49.950027,40.372696,1000,2,1,1458622085,1461498070,0
UMTS,400,2,1507,65609372,0,49.955520629883,40.367202758789,1000,1,1,1442560627,1442560627,0
UMTS,400,2,1507,65639988,0,49.955520629883,40.409774780273,1000,1,1,1435627859,1435627859,0
UMTS,400,2,1507,65639369,0,49.927466,40.411365,1000,3,1,1458622085,1494071670,0
UMTS,400,2,1507,65612687,0,49.939667,40.408274,1000,7,1,1458622085,1505880628,0
UMTS,400,2,1507,65612487,0,49.965133666992,40.383682250977,1000,10,1,1458622084,1464215788,0
UMTS,400,2,1507,65608871,0,49.954147338867,40.371322631836,1000,1,1,1442580963,1442580963,0
UMTS,400,2,1507,65612492,0,49.963760375977,40.382308959961,1000,3,1,1458622084,1463188068,0
UMTS,400,2,1507,65610988,0,49.95002746582,40.405654907227,1000,1,1,1430062224,1430062224,0
UMTS,400,2,1507,65609370,0,49.955520629883,40.36994934082,1000,1,1,1442580963,1442580963,0
UMTS,400,2,1506,65652369,0,49.879131,40.378189,1000,8,1,1458622084,1480480552,0
UMTS,400,2,1507,65610990,0,49.951400756836,40.405654907227,1000,1,1,1426421952,1426421952,0
UMTS,400,2,1507,65640009,0,49.948654174805,40.402908325195,1000,1,1,1426200064,1426200064,0
UMTS,400,2,1507,65637094,0,49.93766784668,40.36994934082,1000,1,1,1440610909,1440610909,0
UMTS,400,2,1507,65634467,0,49.874496459961,40.37956237793,1000,1,1,1440610885,1440610885,0
UMTS,400,2,1507,65634114,0,49.951400756836,40.398788452148,1000,1,1,1438509022,1438509022,0
UMTS,400,2,1507,65639971,0,49.954147338867,40.396041870117,1000,1,1,1438509022,1438509022,0
UMTS,400,2,1507,65639987,0,49.955520629883,40.409774780273,1000,1,1,1424365646,1424365646,0
UMTS,400,2,1507,65608878,0,49.954147338867,40.371322631836,1000,1,1,1442580963,1442580963,0
UMTS,400,2,1507,65637487,0,49.969253540039,40.378189086914,1000,1,1,1434947288,1434947288,0
UMTS,400,2,1507,65639967,0,49.952625,40.397196,1000,2,1,1458622085,1494172018,0
UMTS,400,2,1507,65609369,0,49.955520629883,40.364456176758,1000,1,1,1451467912,1451467912,0
UMTS,400,2,1507,65634109,0,49.951400756836,40.400161743164,1000,2,1,1458622085,1460151237,0
UMTS,400,2,1507,65610428,0,49.94325,40.409965,1000,10,1,1458622084,1494181116,0
UMTS,400,2,1507,65610987,0,49.951400756836,40.405654907227,1000,1,1,1436963378,1436963378,0
UMTS,400,2,1507,65634110,0,49.954147338867,40.400161743164,1000,1,1,1437397342,1437397342,0
UMTS,400,2,1507,65632533,0,49.947280883789,40.360336303711,1000,1,1,1430062225,1430062225,0
UMTS,400,2,1507,65610427,0,49.94369,40.408732,1153,10,1,1458622084,1494171326,0
UMTS,400,2,1507,65657470,0,49.944534301758,40.365829467773,1000,1,1,1430062225,1430062225,0
UMTS,400,2,1507,65642475,0,49.951400756836,40.36994934082,1000,1,1,1436716220,1436716220,0
UMTS,400,2,1507,65640147,0,49.959641,40.400848,1000,2,1,1458622085,1463909326,0
UMTS,400,2,1507,65642470,0,49.952774047852,40.36994934082,1000,1,1,1438351986,1438351986,0
UMTS,400,2,1507,65640015,0,49.948654174805,40.402908325195,1000,1,1,1428671458,1428671458,0
UMTS,400,2,1507,65659148,0,49.969253540039,40.380935668945,1000,1,1,1434947288,1434947288,0
UMTS,400,2,1507,65659309,0,49.954147338867,40.354843139648,1000,1,1,1430062226,1430062226,0
UMTS,400,2,1507,65640334,0,49.945907592773,40.363082885742,1000,1,1,1449466092,1449466092,0
UMTS,400,2,1507,65642473,0,49.952774047852,40.36994934082,1000,1,1,1437061040,1437061040,0
UMTS,400,2,1507,65640347,0,49.957809,40.386429,1000,3,1,1458622086,1463013021,0
UMTS,400,2,1507,65660232,0,49.933547973633,40.36994934082,1000,1,1,1438180332,1438180332,0
UMTS,400,2,1507,65660309,0,49.955520629883,40.363082885742,1000,1,1,1451467912,1451467912,0
UMTS,400,2,1508,65659269,0,49.984359741211,40.405654907227,1000,1,1,1424771544,1424771544,0
UMTS,400,2,1507,65660367,0,49.962387084961,40.367202758789,1000,1,1,1442836278,1442836278,0
UMTS,400,2,1508,65655952,0,49.940414428711,40.41389465332,1000,1,1,1448279593,1448279593,0
UMTS,400,2,1507,65664428,0,49.956893920898,40.380935668945,1000,3,1,1458622087,1470307050,0
UMTS,400,2,1508,65660008,0,49.978866577148,40.402908325195,1000,1,1,1424771455,1424771455,0
UMTS,400,2,1508,65604749,0,49.966506958008,40.409774780273,1000,2,1,1458622087,1465667544,0
UMTS,400,2,1508,65659867,0,49.96994,40.408401,1000,2,1,1458622087,1466083287,0
UMTS,400,2,1508,65652769,0,49.947280883789,40.409774780273,1000,1,1,1438402938,1438402938,0
UMTS,400,2,1508,65652767,0,49.962387084961,40.412521362305,1000,1,1,1447162888,1447162888,0
UMTS,400,2,1507,65660278,0,49.973373413086,40.350723266602,1000,1,1,1430062215,1430062215,0
UMTS,400,2,1508,65642674,0,49.976119995117,40.371322631836,1000,1,1,1438955521,1438955521,0
UMTS,400,2,1507,65660509,0,49.977493286133,40.342483520508,1000,1,1,1449466092,1449466092,0
UMTS,400,2,1508,65659947,0,49.974746704102,40.40153503418,1000,1,1,1456846264,1456846264,0
UMTS,400,2,1508,65659868,0,49.970626831055,40.407028198242,1000,1,1,1454079635,1454079635,0
UMTS,400,2,1507,65660229,0,49.936981,40.369263,1000,2,1,1458622086,1459335977,0
UMTS,400,2,1508,65652768,0,49.956893920898,40.41389465332,1000,1,1,1447499412,1447499412,0
UMTS,400,2,1507,65664431,0,49.958267211914,40.380935668945,1000,1,1,1436716163,1436716163,0
UMTS,400,2,1507,65661091,0,49.954147338867,40.405654907227,1000,1,1,1431002322,1431002322,0
UMTS,400,2,1507,65660374,0,49.962387084961,40.364456176758,1000,1,1,1442836278,1442836278,0
UMTS,400,2,1514,131170849,0,46.019668579102,40.835494995117,1000,1,1,1436919139,1436919139,0
UMTS,400,2,1514,131181187,0,46.480751,40.792923,1000,4,1,1458622087,1464873666,0
UMTS,400,2,1514,131181192,0,46.471481323242,40.78742980957,1000,2,1,1458622087,1470390703,0
UMTS,400,2,1514,131198351,0,46.437149047852,40.758590698242,1000,1,1,1448921970,1448921970,0
UMTS,400,2,1516,131148630,0,46.357498168945,40.678939819336,1000,1,1,1452831290,1452831290,0
UMTS,400,2,1514,131201009,0,45.809555053711,40.57731628418,1000,1,1,1428449895,1428449895,0
UMTS,400,2,1514,131181188,0,46.465645,40.780563,1000,4,1,1458622087,1466948389,0
UMTS,400,2,1514,131149469,0,45.799942016602,40.661087036133,1000,1,1,1440211524,1440211524,0
UMTS,400,2,1514,131156808,0,45.180587768555,41.079940795898,1000,1,1,1435757661,1435757661,0
UMTS,400,2,1514,131150510,0,46.287460327148,40.911026000977,1000,1,1,1444650353,1444650353,0
UMTS,400,2,1514,131200607,0,45.809555053711,40.659713745117,1000,1,1,1440406121,1440406121,0
UMTS,400,2,1514,131152308,0,46.019668579102,40.821762084961,1000,1,1,1456137152,1456137152,0
UMTS,400,2,1508,65660087,0,49.97200012207,40.405654907227,1000,1,1,1455629671,1455629671,0
UMTS,400,2,1514,131199370,0,46.103439331055,40.813522338867,1000,1,1,1425822565,1425822565,0
UMTS,400,2,1514,131154948,0,46.394577026367,40.750350952148,1000,1,1,1444650353,1444650353,0
UMTS,400,2,1516,131175710,0,46.380844116211,40.707778930664,1000,1,1,1444650353,1444650353,0
UMTS,400,2,1516,131198448,0,46.365737915039,40.67756652832,1000,1,1,1444095462,1444095462,0
UMTS,400,2,1516,131155208,0,46.325912475586,40.672073364258,1000,1,1,1452737655,1452737655,0
UMTS,400,2,1516,131155211,0,46.325912475586,40.673446655273,1000,1,1,1454068860,1454068860,0
UMTS,400,2,1516,131198431,0,46.33415222168,40.684432983398,1000,1,1,1432636339,1432636339,0
UMTS,400,2,1516,131175731,0,46.322479,40.675507,1000,2,1,1458622088,1466948389,0
UMTS,400,2,1516,131153827,0,46.373977661133,40.688552856445,1000,1,1,1453089957,1453089957,0
UMTS,400,2,1516,131153831,0,46.361618041992,40.680313110352,1000,1,1,1450703294,1450703294,0
UMTS,400,2,1516,131201929,0,46.330032348633,40.519638061523,1000,1,1,1444095462,1444095462,0
UMTS,400,2,1516,131155090,0,46.343765258789,40.68717956543,1000,1,1,1432636310,1432636310,0
UMTS,400,2,1516,131194147,0,46.336898803711,40.461959838867,1000,1,1,1444095462,1444095462,0
UMTS,400,2,1516,131152812,0,46.350631713867,40.688552856445,1000,1,1,1444095462,1444095462,0
UMTS,400,2,1516,131154248,0,46.375350952148,40.689926147461,1000,1,1,1453363120,1453363120,0
UMTS,400,2,1520,131239790,0,48.601455688477,39.444351196289,1000,1,1,1422588956,1422588956,0
UMTS,400,2,1516,131149590,0,46.372604370117,40.706405639648,1000,1,1,1444650335,1444650335,0
UMTS,400,2,1520,131246099,0,48.591842651367,39.125747680664,1000,1,1,1422433928,1422433928,0
UMTS,400,2,1516,131154251,0,46.373977661133,40.689926147461,1000,1,1,1453355559,1453355559,0
UMTS,400,2,1540,131328673,0,45.632400512695,38.940353393555,1000,1,1,1408433849,1408433849,0
UMTS,400,2,1542,65669448,0,50.002212524414,40.420761108398,1000,1,1,1442676312,1442676312,0
UMTS,400,2,1542,65669450,0,50.006332397461,40.418014526367,1000,1,1,1442676312,1442676312,0
UMTS,400,2,1542,65667971,0,49.987106323242,40.430374145508,1000,1,1,1444052313,1444052313,0
UMTS,400,2,1522,131239183,0,48.508071899414,39.213638305664,1000,1,1,1444993494,1444993494,0
UMTS,400,2,1532,131302340,0,46.342391967773,41.767959594727,1000,1,1,1444206935,1444206935,0
UMTS,400,2,1532,131296827,0,46.530532836914,41.648483276367,1000,1,1,1444206935,1444206935,0
UMTS,400,2,1532,131289459,0,47.17804,41.197357,1000,2,1,1458622089,1474301984,0
UMTS,400,2,1542,65668751,0,49.961013793945,40.438613891602,1000,1,1,1456658184,1456658184,0
UMTS,400,2,1542,65668743,0,49.966506958008,40.439987182617,1000,1,1,1456658184,1456658184,0
UMTS,400,2,1520,131248079,0,48.622055053711,39.474563598633,1000,1,1,1422589060,1422589060,0
UMTS,400,2,1542,65668755,0,49.955520629883,40.438613891602,1000,1,1,1456658184,1456658184,0
UMTS,400,2,1522,131246364,0,48.822555541992,38.691787719727,1000,1,1,1426640489,1426640489,0
UMTS,400,2,1520,131248330,0,48.666000366211,39.032363891602,1000,1,1,1422495226,1422495226,0
UMTS,400,2,1522,131247407,0,48.626174926758,39.036483764648,1000,1,1,1427382364,1427382364,0
UMTS,400,2,1520,131247671,0,48.660507202148,39.040603637695,1000,1,1,1426247922,1426247922,0
UMTS,400,2,1532,131296825,0,46.551132202148,41.64436340332,1000,1,1,1444206935,1444206935,0
UMTS,400,2,1532,131289460,0,47.177353,41.198044,1000,2,1,1458622089,1474301984,0
UMTS,400,2,1522,131248149,0,48.83903503418,38.778305053711,1000,1,1,1438653199,1438653199,0
UMTS,400,2,1522,131235004,0,48.848648071289,38.75358581543,1000,1,1,1426640476,1426640476,0
UMTS,400,2,1542,65694610,0,49.998092651367,40.422134399414,1000,1,1,1442676312,1442676312,0
UMTS,400,2,1542,65706047,0,50.00358581543,40.36994934082,1000,1,1,1430062225,1430062225,0
UMTS,400,2,1542,65715071,0,49.969253540039,40.438613891602,1000,1,1,1442676312,1442676312,0
UMTS,400,2,1542,65725510,0,49.954147338867,40.437240600586,1000,1,1,1447162888,1447162888,0
UMTS,400,2,1542,65676984,0,50.009078979492,40.412521362305,1000,1,1,1442676312,1442676312,0
UMTS,400,2,1542,65715067,0,49.980239868164,40.434494018555,1000,1,1,1442676312,1442676312,0
UMTS,400,2,1542,65719785,0,49.98161315918,40.407028198242,1000,1,1,1450448198,1450448198,0
UMTS,400,2,1542,65715063,0,49.976119995117,40.43586730957,1000,1,1,1449033034,1449033034,0
UMTS,400,2,1542,65715011,0,49.961013793945,40.433120727539,1000,1,1,1442676312,1442676312,0
UMTS,400,2,1542,65719249,0,50.031051635742,40.380935668945,1000,1,1,1442676312,1442676312,0
UMTS,400,2,1542,65671886,0,49.995346069336,40.422134399414,1000,1,1,1444052313,1444052313,0
UMTS,400,2,1542,65722611,0,50.029678344727,40.383682250977,1000,1,1,1442676312,1442676312,0
UMTS,400,2,1542,65715008,0,49.962387084961,40.433120727539,1000,1,1,1442676312,1442676312,0
UMTS,400,2,1542,65715050,0,49.982986450195,40.433120727539,1000,1,1,1442676312,1442676312,0
UMTS,400,2,1542,65725564,0,49.947280883789,40.430374145508,1000,1,1,1440716913,1440716913,0
UMTS,400,2,1546,65670548,0,49.925308227539,40.415267944336,1000,1,1,1446641177,1446641177,0
UMTS,400,2,1544,65709964,0,50.041351,40.440674,1000,2,1,1458622090,1475531468,0
UMTS,400,2,1544,65668743,0,49.963760375977,40.439987182617,1000,1,1,1456658184,1456658184,0
UMTS,400,2,1544,65722286,0,50.221939086914,40.48942565918,1000,1,1,1442662269,1442662269,0
UMTS,400,2,1544,65718823,0,49.991226196289,40.442733764648,1000,1,1,1456658184,1456658184,0
UMTS,400,2,1546,65669444,0,50.006332397461,40.415267944336,1000,1,1,1440610908,1440610908,0
UMTS,400,2,1546,65673444,0,50.020065307617,40.437240600586,1000,1,1,1446815173,1446815173,0
UMTS,400,2,1546,65669449,0,50.006332397461,40.422134399414,1000,1,1,1440610908,1440610908,0
UMTS,400,2,1544,65671735,0,50.051651000977,40.464706420898,1000,3,1,1458622090,1475140782,0
UMTS,400,2,1546,65673804,0,50.011825561523,40.40153503418,1000,1,1,1440610909,1440610909,0
UMTS,400,2,1544,65671467,0,50.014572143555,40.439987182617,1000,1,1,1456658184,1456658184,0
UMTS,400,2,1546,65656529,0,49.929428100586,40.404281616211,1000,1,1,1438613832,1438613832,0
UMTS,400,2,1544,65671728,0,50.051651000977,40.460586547852,1000,1,1,1456658189,1456658189,0
UMTS,400,2,1544,65721413,0,49.908828735352,40.418014526367,1000,1,1,1456658189,1456658189,0
UMTS,400,2,1544,65667994,0,49.932174682617,40.437240600586,1000,1,1,1456658184,1456658184,0
UMTS,400,2,1544,65673447,0,50.020065307617,40.437240600586,1000,1,1,1454758360,1454758360,0
UMTS,400,2,1546,65669443,0,50.006332397461,40.418014526367,1000,1,1,1440610908,1440610908,0
UMTS,400,2,1542,65728233,0,49.933547973633,40.441360473633,1000,1,1,1438509022,1438509022,0
UMTS,400,2,1546,65669447,0,50.006332397461,40.416641235352,1000,1,1,1440610908,1440610908,0
UMTS,400,2,1546,65721546,0,49.897842407227,40.427627563477,1000,1,1,1440528812,1440528812,0
UMTS,400,2,1550,131387263,0,49.65202331543,40.549850463867,1000,1,1,1425436363,1425436363,0
UMTS,400,2,1546,65721395,0,49.90608215332,40.426254272461,1000,1,1,1437920465,1437920465,0
UMTS,400,2,1550,131387972,0,49.679489135742,40.575942993164,1000,1,1,1436072819,1436072819,0
UMTS,400,2,1550,131387211,0,49.691848754883,40.563583374023,1000,1,1,1424691052,1424691052,0
UMTS,400,2,1546,65721313,0,49.917068481445,40.424880981445,1000,1,1,1437920465,1437920465,0
UMTS,400,2,1546,65721403,0,49.918441772461,40.420761108398,1000,1,1,1437920465,1437920465,0
UMTS,400,2,1550,131387968,0,49.67399597168,40.578689575195,1000,1,1,1436072819,1436072819,0
UMTS,400,2,1550,131390475,0,49.675369262695,40.591049194336,1000,1,1,1432961512,1432961512,0
UMTS,400,2,1546,65721550,0,49.885482788086,40.427627563477,1000,1,1,1437920465,1437920465,0
UMTS,400,2,1550,131393182,0,49.66438293457,40.595169067383,1000,1,1,1426208331,1426208331,0
UMTS,400,2,1546,65721450,0,49.873123168945,40.422134399414,1000,1,1,1437920468,1437920468,0
UMTS,400,2,1546,65721304,0,49.917068481445,40.419387817383,1000,1,1,1437920465,1437920465,0
UMTS,400,2,1550,131393162,0,49.66438293457,40.59928894043,1000,1,1,1425980903,1425980903,0
UMTS,400,2,1546,65721310,0,49.918441772461,40.419387817383,1000,1,1,1437920465,1437920465,0
UMTS,400,2,1546,65721523,0,49.926681518555,40.426254272461,1000,1,1,1440716913,1440716913,0
UMTS,400,2,1550,131390659,0,49.678115844727,40.591049194336,1000,1,1,1432961512,1432961512,0
UMTS,400,2,1550,131387902,0,49.660263061523,40.591049194336,1000,1,1,1424573495,1424573495,0
UMTS,400,2,1550,131387942,0,49.709701538086,40.556716918945,1000,1,1,1439044933,1439044933,0
UMTS,400,2,1550,131390521,0,49.69596862793,40.564956665039,1000,1,1,1438348698,1438348698,0
UMTS,400,2,1550,131343978,0,49.690475463867,40.56770324707,1000,1,1,1437923183,1437923183,0
UMTS,400,2,1554,131361915,0,48.494338989258,41.369705200195,1000,1,1,1446634659,1446634659,0
UMTS,400,2,1554,131337337,0,48.55339050293,41.38069152832,1000,1,1,1442693946,1442693946,0
UMTS,400,2,1554,131362897,0,48.900833129883,41.273574829102,1000,1,1,1440496831,1440496831,0
UMTS,400,2,1560,131404498,0,49.978866577148,40.398788452148,1000,1,1,1424771544,1424771544,0
UMTS,400,2,1554,131361766,0,48.792343139648,41.467208862305,1000,1,1,1452985117,1452985117,0
UMTS,400,2,1554,131368995,0,48.803329467773,41.45622253418,1000,1,1,1455935169,1455935169,0
UMTS,400,2,1554,131341419,0,48.985977172852,41.195297241211,1000,1,1,1444820723,1444820723,0
UMTS,400,2,1554,131337136,0,48.652267456055,41.353225708008,1000,1,1,1431127640,1431127640,0
UMTS,400,2,1554,131398856,0,48.55339050293,41.384811401367,1000,1,1,1442693946,1442693946,0
UMTS,400,2,1560,337951,0,49.842910766602,40.455093383789,1000,1,1,1424342326,1424342326,0
UMTS,400,2,1560,131403039,0,50.018692016602,40.515518188477,1000,1,1,1434947288,1434947288,0
UMTS,400,2,1554,131397775,0,48.56575012207,41.328506469727,1000,1,1,1449119123,1449119123,0
UMTS,400,2,1554,131339935,0,48.803329467773,41.465835571289,1000,1,1,1454192933,1454192933,0
UMTS,400,2,1562,131427302,0,48.793716430664,41.467208862305,1000,1,1,1458127023,1458127023,0
UMTS,400,2,1560,131454788,0,50.044784545898,40.566329956055,1000,1,1,1412478639,1412478639,0
UMTS,400,2,1562,131434531,0,48.801956176758,41.454849243164,1000,1,1,1456911477,1456911477,0
UMTS,400,2,1560,131407448,0,49.973373413086,40.39192199707,1000,1,1,1424771455,1424771455,0
UMTS,400,2,1560,131406907,0,50.06218,40.459671,1000,3,1,1396048207,1434605472,0
UMTS,400,2,1560,131405699,0,50.021438598633,40.437240600586,1000,1,1,1412449934,1412449934,0
UMTS,400,2,1560,131453252,0,50.12580871582,40.41389465332,1000,1,1,1434947288,1434947288,0
UMTS,400,2,1560,131456837,0,50.08186340332,40.397415161133,1000,1,1,1422756538,1422756538,0
UMTS,400,2,1560,131453254,0,50.114822387695,40.418014526367,1000,1,1,1434947288,1434947288,0
UMTS,400,2,1560,131454828,0,50.010452270508,40.525131225586,1000,1,1,1435033722,1435033722,0
UMTS,400,2,1562,131434534,0,48.803329467773,41.457595825195,1000,1,1,1457331506,1457331506,0
UMTS,400,2,1562,131456731,0,48.792343139648,41.450729370117,1000,1,1,1456983545,1456983545,0
UMTS,400,2,1560,131456127,0,49.889602661133,40.573196411133,1000,1,1,1438509022,1438509022,0
UMTS,400,2,1560,131455487,0,50.123062133789,40.515518188477,1000,1,1,1431265544,1431265544,0
UMTS,400,2,1561,131406909,0,50.050277709961,40.463333129883,1000,1,1,1412449934,1412449934,0
UMTS,400,2,1560,131407459,0,50.061264038086,40.382308959961,1000,1,1,1422756538,1422756538,0
UMTS,400,2,1560,131450955,0,49.974746704102,40.397415161133,1000,1,1,1424771544,1424771544,0
UMTS,400,2,1570,20232,0,48.343276977539,40.72151184082,1000,1,1,1437930305,1437930305,0
UMTS,400,2,1560,131450827,0,49.951400756836,40.439987182617,1000,1,1,1412449934,1412449934,0
UMTS,400,2,1570,20072,0,48.208694458008,40.769577026367,1000,1,1,1437930305,1437930305,0
UMTS,400,2,1570,131564783,0,48.944778442383,39.966201782227,1000,1,1,1440114746,1440114746,0
UMTS,400,2,1570,22271,0,48.498458862305,40.678939819336,1000,1,1,1437930305,1437930305,0
UMTS,400,2,1570,131553254,0,48.789596557617,40.530624389648,1000,1,1,1437920533,1437920533,0
UMTS,400,2,1570,131550987,0,48.402332,40.714648,2382,2,1,1458622092,1474301984,0
UMTS,400,2,1570,131554894,0,49.186477661133,40.483932495117,1000,2,1,1458622092,1492000068,0
UMTS,400,2,1570,131545455,0,47.869491577148,40.953598022461,1000,1,1,1437920529,1437920529,0
UMTS,400,2,1570,131564784,0,48.944778442383,39.96208190918,1000,1,1,1440114746,1440114746,0
UMTS,400,2,1570,20653,0,48.524551391602,40.672073364258,1000,1,1,1437930303,1437930303,0
UMTS,400,2,1570,131566023,0,48.972244262695,39.613265991211,1000,1,1,1443962587,1443962587,0
UMTS,400,2,1570,131546013,0,47.879104614258,41.015396118164,1000,1,1,1437930305,1437930305,0
UMTS,400,2,1570,131560805,0,49.045028686523,40.496292114258,1000,2,1,1458622092,1492000068,0
UMTS,400,2,1570,131594665,0,48.41194152832,40.716018676758,1000,1,1,1437930305,1437930305,0
UMTS,400,2,1570,131595713,0,49.14116,40.013581,1078,2,1,1458622092,1485898997,0
UMTS,400,2,1580,131566029,0,48.973617553711,39.611892700195,1000,1,1,1422589059,1422589059,0
UMTS,400,2,1570,131573875,0,48.124923706055,40.345230102539,1000,1,1,1444206935,1444206935,0
UMTS,400,2,1580,131564820,0,48.955764770508,39.956588745117,1000,1,1,1429339715,1429339715,0
UMTS,400,2,1580,131565146,0,48.466873168945,39.99641418457,1000,1,1,1430479591,1430479591,0
UMTS,400,2,1570,131594624,0,47.873611450195,41.004409790039,1000,1,1,1437930312,1437930312,0
UMTS,400,2,1580,131543920,0,47.438278198242,40.534744262695,1000,1,1,1427889838,1427889838,0
UMTS,400,2,1580,131566105,0,48.931045532227,39.944229125977,1000,1,1,1427622416,1427622416,0
UMTS,400,2,1570,131566764,0,48.943405151367,39.95246887207,1000,1,1,1443750986,1443750986,0
UMTS,400,2,1570,131594484,0,48.061752,40.896606,1000,2,1,1458622092,1473568085,0
UMTS,400,2,1570,131595884,0,48.943405151367,39.968948364258,1000,1,1,1435792851,1435792851,0
UMTS,400,2,1604,207280,0,49.804458618164,40.420761108398,1000,1,1,1424624031,1424624031,0
UMTS,400,2,1604,236080,0,49.809951782227,40.39192199707,1000,1,1,1440610885,1440610885,0
UMTS,400,2,1580,131566976,0,49.097213745117,39.721755981445,1000,1,1,1422589014,1422589014,0
UMTS,400,2,1604,207529,0,49.811325073242,40.408401489258,1000,1,1,1440580588,1440580588,0
UMTS,400,2,1604,235906,0,49.819564819336,40.393295288086,1000,1,1,1440610910,1440610910,0
UMTS,400,2,1580,131566148,0,48.943405151367,39.968948364258,1000,1,1,1429613049,1429613049,0
UMTS,400,2,1580,131584569,0,49.415817260742,39.973068237305,1000,1,1,1422589060,1422589060,0
UMTS,400,2,1580,131584599,0,49.413070678711,40.080184936523,1000,1,1,1422589059,1422589059,0
UMTS,400,2,1604,236023,0,49.824371,40.383682,1000,2,1,1458622093,1463172977,0
UMTS,400,2,1604,220904,0,49.836044311523,40.390548706055,1000,1,1,1457415409,1457415409,0
UMTS,400,2,1580,131566939,0,48.921432495117,39.503402709961,1000,1,1,1422589059,1422589059,0
UMTS,400,2,1580,131587799,0,49.425430297852,40.102157592773,1000,1,1,1422589060,1422589060,0
UMTS,400,2,1604,207479,0,49.807892,40.415268,1000,2,1,1406294721,1436550275,0
UMTS,400,2,1604,207250,0,49.80583190918,40.412521362305,1000,1,1,1440528812,1440528812,0
UMTS,400,2,1580,131567870,0,48.947525024414,39.960708618164,1000,1,1,1429493584,1429493584,0
UMTS,400,2,1604,245639,0,49.808578491211,40.429000854492,1000,1,1,1424624050,1424624050,0
